text,subject,label
"enterprise software AI play: CRM and PLTR are the real deal, IBM and ORCL are pretending",IBM,bearish
"enterprise software AI play: CRM and PLTR are the real deal, IBM and ORCL are pretending",ORCL,bearish
consumer staples ranking: COST PEP are great KO is fine MCD is struggling hard,COST,bullish
consumer staples ranking: COST PEP are great KO is fine MCD is struggling hard,PEP,bullish
consumer staples ranking: COST PEP are great KO is fine MCD is struggling hard,KO,neutral
consumer staples ranking: COST PEP are great KO is fine MCD is struggling hard,MCD,bearish
"mega cap tech power ranking: NVDA MSFT META top tier, AMZN GOOG mid tier, AAPL TSLA bottom",NVDA,bullish
"mega cap tech power ranking: NVDA MSFT META top tier, AMZN GOOG mid tier, AAPL TSLA bottom",MSFT,bullish
"mega cap tech power ranking: NVDA MSFT META top tier, AMZN GOOG mid tier, AAPL TSLA bottom",META,bullish
"mega cap tech power ranking: NVDA MSFT META top tier, AMZN GOOG mid tier, AAPL TSLA bottom",AAPL,bearish
"mega cap tech power ranking: NVDA MSFT META top tier, AMZN GOOG mid tier, AAPL TSLA bottom",TSLA,bearish
the obesity drug revolution: LLY is dominating AMGN is entering PFE is too late to the party,LLY,bullish
the obesity drug revolution: LLY is dominating AMGN is entering PFE is too late to the party,AMGN,neutral
the obesity drug revolution: LLY is dominating AMGN is entering PFE is too late to the party,PFE,bearish
defense sector: RTX and GE are printing money while HON keeps disappointing on execution,RTX,bullish
defense sector: RTX and GE are printing money while HON keeps disappointing on execution,GE,bullish
defense sector: RTX and GE are printing money while HON keeps disappointing on execution,HON,bearish
overweight NVDA META AMZN underweight AAPL GOOG TSLA for the rest of the year,NVDA,bullish
overweight NVDA META AMZN underweight AAPL GOOG TSLA for the rest of the year,META,bullish
overweight NVDA META AMZN underweight AAPL GOOG TSLA for the rest of the year,AMZN,bullish
overweight NVDA META AMZN underweight AAPL GOOG TSLA for the rest of the year,AAPL,bearish
overweight NVDA META AMZN underweight AAPL GOOG TSLA for the rest of the year,GOOG,bearish
overweight NVDA META AMZN underweight AAPL GOOG TSLA for the rest of the year,TSLA,bearish
chip equipment names AMAT LRCX KLAC are all undervalued relative to NVDA and AMD,AMAT,bullish
chip equipment names AMAT LRCX KLAC are all undervalued relative to NVDA and AMD,LRCX,bullish
chip equipment names AMAT LRCX KLAC are all undervalued relative to NVDA and AMD,KLAC,bullish
chip equipment names AMAT LRCX KLAC are all undervalued relative to NVDA and AMD,NVDA,neutral
chip equipment names AMAT LRCX KLAC are all undervalued relative to NVDA and AMD,AMD,neutral
banking sector Q3: JPM crushed GS did well BAC lagged WFC was acceptable,JPM,bullish
banking sector Q3: JPM crushed GS did well BAC lagged WFC was acceptable,GS,bullish
banking sector Q3: JPM crushed GS did well BAC lagged WFC was acceptable,BAC,bearish
banking sector Q3: JPM crushed GS did well BAC lagged WFC was acceptable,WFC,neutral
"3 stocks for the next 5 years: NVDA for AI AMZN for cloud LLY for healthcare, cant go wrong",NVDA,bullish
"3 stocks for the next 5 years: NVDA for AI AMZN for cloud LLY for healthcare, cant go wrong",AMZN,bullish
"3 stocks for the next 5 years: NVDA for AI AMZN for cloud LLY for healthcare, cant go wrong",LLY,bullish
"cybersecurity portfolio: all in PANW, sold CSCO and IBM security divisions are jokes",PANW,bullish
"cybersecurity portfolio: all in PANW, sold CSCO and IBM security divisions are jokes",CSCO,bearish
"cybersecurity portfolio: all in PANW, sold CSCO and IBM security divisions are jokes",IBM,bearish
"best risk reward in tech: AMD AVGO are underappreciated, NVDA priced for perfection imo",AMD,bullish
"best risk reward in tech: AMD AVGO are underappreciated, NVDA priced for perfection imo",AVGO,bullish
"best risk reward in tech: AMD AVGO are underappreciated, NVDA priced for perfection imo",NVDA,neutral
"most hated stocks that are actually good: META GOOG AMZN, most loved that are actually bad: TSLA PLTR GME",META,bullish
"most hated stocks that are actually good: META GOOG AMZN, most loved that are actually bad: TSLA PLTR GME",GOOG,bullish
"most hated stocks that are actually good: META GOOG AMZN, most loved that are actually bad: TSLA PLTR GME",AMZN,bullish
"most hated stocks that are actually good: META GOOG AMZN, most loved that are actually bad: TSLA PLTR GME",TSLA,bearish
"most hated stocks that are actually good: META GOOG AMZN, most loved that are actually bad: TSLA PLTR GME",PLTR,bearish
"most hated stocks that are actually good: META GOOG AMZN, most loved that are actually bad: TSLA PLTR GME",GME,bearish
MSFT is building the AI platform layer while AAPL is just adding gimmick features to siri,MSFT,bullish
MSFT is building the AI platform layer while AAPL is just adding gimmick features to siri,AAPL,bearish
NVDA jensen is the best CEO in tech while INTC management keeps fumbling every transition,NVDA,bullish
NVDA jensen is the best CEO in tech while INTC management keeps fumbling every transition,INTC,bearish
"META efficiency year was real, operating margins back to 40%, GOOG should take notes",META,bullish
"META efficiency year was real, operating margins back to 40%, GOOG should take notes",GOOG,neutral
AMZN logistics network is a 10 year moat that WMT will never replicate fully,AMZN,bullish
AMZN logistics network is a 10 year moat that WMT will never replicate fully,WMT,bearish
"JPM jamie dimon is the warren buffett of banking, BAC management is invisible in comparison",JPM,bullish
"JPM jamie dimon is the warren buffett of banking, BAC management is invisible in comparison",BAC,bearish
"LLY pipeline depth is unmatched in pharma, JNJ pipeline is thin and overhyped",LLY,bullish
"LLY pipeline depth is unmatched in pharma, JNJ pipeline is thin and overhyped",JNJ,bearish
CRM data cloud strategy is smart while ORCL cloud narrative is smoke and mirrors,CRM,bullish
CRM data cloud strategy is smart while ORCL cloud narrative is smoke and mirrors,ORCL,bearish
"AMD chiplet architecture is the future and INTC is just now catching up, too little too late",AMD,bullish
"AMD chiplet architecture is the future and INTC is just now catching up, too little too late",INTC,bearish
"AVGO custom ASIC business is eating into NVDA GPU market, this is the real AI competition not AMD",AVGO,bullish
"AVGO custom ASIC business is eating into NVDA GPU market, this is the real AI competition not AMD",NVDA,bearish
"AVGO custom ASIC business is eating into NVDA GPU market, this is the real AI competition not AMD",AMD,neutral
GS return to trading roots is working while MS wealth management growth is slowing,GS,bullish
GS return to trading roots is working while MS wealth management growth is slowing,MS,bearish
PANW platformization strategy is brilliant while CSCO security acquisitions are a mess,PANW,bullish
PANW platformization strategy is brilliant while CSCO security acquisitions are a mess,CSCO,bearish
TSLA china sales are declining while AMZN china marketplace revenue keeps growing quietly,TSLA,bearish
TSLA china sales are declining while AMZN china marketplace revenue keeps growing quietly,AMZN,bullish
NFLX live sports strategy is a game changer while AAPL TV plus content is mid at best,NFLX,bullish
NFLX live sports strategy is a game changer while AAPL TV plus content is mid at best,AAPL,bearish
"COST membership fee increase is bullish because retention is like 93%, WMT doesnt have that loyalty",COST,bullish
"COST membership fee increase is bullish because retention is like 93%, WMT doesnt have that loyalty",WMT,neutral
PLTR commercial revenue finally growing but MSFT copilot for enterprise is the bigger TAM play,PLTR,neutral
PLTR commercial revenue finally growing but MSFT copilot for enterprise is the bigger TAM play,MSFT,bullish
MRK animal health spinoff could unlock value while BMY keeps doing dumb acquisitions,MRK,bullish
MRK animal health spinoff could unlock value while BMY keeps doing dumb acquisitions,BMY,bearish
META llama 3 is genuinely impressive while GOOG gemma feels like a rushed response,META,bullish
META llama 3 is genuinely impressive while GOOG gemma feels like a rushed response,GOOG,bearish
TSLA FSD is still not ready while GOOG waymo is already operating commercially in multiple cities,TSLA,bearish
TSLA FSD is still not ready while GOOG waymo is already operating commercially in multiple cities,GOOG,bullish
XOM downstream margins are expanding while CVX refining capacity is actually declining,XOM,bullish
XOM downstream margins are expanding while CVX refining capacity is actually declining,CVX,bearish
CAT backlog is at record levels while DE dealers are reporting inventory buildup which is bearish,CAT,bullish
CAT backlog is at record levels while DE dealers are reporting inventory buildup which is bearish,DE,bearish
SCHW retail flows are insane post rate cuts while traditional banks BAC WFC see deposit outflows,SCHW,bullish
SCHW retail flows are insane post rate cuts while traditional banks BAC WFC see deposit outflows,BAC,bearish
SCHW retail flows are insane post rate cuts while traditional banks BAC WFC see deposit outflows,WFC,bearish
"AXP millennial spend data is really encouraging, GS marcus consumer banking is being shut down lol",AXP,bullish
"AXP millennial spend data is really encouraging, GS marcus consumer banking is being shut down lol",GS,bearish
AAPL india manufacturing is a smart china hedge but MSFT already has zero china risk,AAPL,neutral
AAPL india manufacturing is a smart china hedge but MSFT already has zero china risk,MSFT,bullish
"AMD server CPU share just hit 30% and climbing, INTC losing grip on the datacenter market",AMD,bullish
"AMD server CPU share just hit 30% and climbing, INTC losing grip on the datacenter market",INTC,bearish
"NVDA networking revenue surprised everyone, AVGO mellanox competitor is losing traction",NVDA,bullish
"NVDA networking revenue surprised everyone, AVGO mellanox competitor is losing traction",AVGO,bearish
"META instagram monetization per user is insane in the US, GOOG search RPMs are flat",META,bullish
"META instagram monetization per user is insane in the US, GOOG search RPMs are flat",GOOG,neutral
"TSLA supercharger network opening up is actually smart but too late, AAPL carplay is already standard everywhere",TSLA,neutral
"TSLA supercharger network opening up is actually smart but too late, AAPL carplay is already standard everywhere",AAPL,bullish
"IBM red hat is the only good thing about the company, meanwhile ACN cloud consulting is killing it across the board",IBM,neutral
"IBM red hat is the only good thing about the company, meanwhile ACN cloud consulting is killing it across the board",ACN,bullish
"GE healthcare spinoff was smart, HON should do the same but management is too stubborn",GE,bullish
"GE healthcare spinoff was smart, HON should do the same but management is too stubborn",HON,bearish
"NFLX password sharing crackdown worked perfectly, AMZN prime video still cant figure out their content strategy",NFLX,bullish
"NFLX password sharing crackdown worked perfectly, AMZN prime video still cant figure out their content strategy",AMZN,bearish
"GOOG self driving through waymo is a hidden gem, TSLA FSD is vaporware in comparison",GOOG,bullish
"GOOG self driving through waymo is a hidden gem, TSLA FSD is vaporware in comparison",TSLA,bearish
"MSFT activision acquisition already paying off with game pass subs, GOOG stadia was the biggest fail ever",MSFT,bullish
"MSFT activision acquisition already paying off with game pass subs, GOOG stadia was the biggest fail ever",GOOG,bearish
LLY tirzepatide data keeps getting better while JNJ medtech growth is decelerating,LLY,bullish
LLY tirzepatide data keeps getting better while JNJ medtech growth is decelerating,JNJ,bearish
AVGO VMware cross-selling is beating expectations while CSCO meraki growth is slowing,AVGO,bullish
AVGO VMware cross-selling is beating expectations while CSCO meraki growth is slowing,CSCO,bearish
QCOM AI on device is a real differentiator while INTC NPU is barely functional,QCOM,bullish
QCOM AI on device is a real differentiator while INTC NPU is barely functional,INTC,bearish
META advantage plus AI ads are converting way better than GOOG performance max,META,bullish
META advantage plus AI ads are converting way better than GOOG performance max,GOOG,bearish
AMZN bedrock is gaining enterprise traction while GOOG vertex AI adoption is slower than expected,AMZN,bullish
AMZN bedrock is gaining enterprise traction while GOOG vertex AI adoption is slower than expected,GOOG,bearish
JPM payments business is booming while GS transaction banking is still a work in progress,JPM,bullish
JPM payments business is booming while GS transaction banking is still a work in progress,GS,neutral
"UNH optum health is the moat within the moat, no other insurer comes close not even CI",UNH,bullish
"UNH optum health is the moat within the moat, no other insurer comes close not even CI",CI,neutral
NVDA blackwell demand is through the roof but AMZN trainium custom chips could dent their datacenter share eventually,NVDA,bullish
NVDA blackwell demand is through the roof but AMZN trainium custom chips could dent their datacenter share eventually,AMZN,neutral
"MSFT copilot revenue is growing 3x faster than GOOG duet AI adoption, enterprise is choosing sides",MSFT,bullish
"MSFT copilot revenue is growing 3x faster than GOOG duet AI adoption, enterprise is choosing sides",GOOG,bearish
AAPL spatial computing is years away from maturity while META quest sales are actually decent today,AAPL,bearish
AAPL spatial computing is years away from maturity while META quest sales are actually decent today,META,bullish
TSLA robotaxi timeline keeps slipping meanwhile GOOG waymo already doing 100k paid rides per week,TSLA,bearish
TSLA robotaxi timeline keeps slipping meanwhile GOOG waymo already doing 100k paid rides per week,GOOG,bullish
AMZN just answer AI shopping is a real threat to GOOG product search revenue which nobody talks about,AMZN,bullish
AMZN just answer AI shopping is a real threat to GOOG product search revenue which nobody talks about,GOOG,bearish
NVDA inference revenue is the next growth driver while AMD cant even win training workloads yet,NVDA,bullish
NVDA inference revenue is the next growth driver while AMD cant even win training workloads yet,AMD,bearish
META open source AI strategy is genius for ecosystem lock-in while GOOG keeps everything proprietary and loses devs,META,bullish
META open source AI strategy is genius for ecosystem lock-in while GOOG keeps everything proprietary and loses devs,GOOG,bearish
AAPL walled garden is cracking with EU regulations which is bullish MSFT and GOOG who already play nice with regulators,AAPL,bearish
AAPL walled garden is cracking with EU regulations which is bullish MSFT and GOOG who already play nice with regulators,MSFT,bullish
AAPL walled garden is cracking with EU regulations which is bullish MSFT and GOOG who already play nice with regulators,GOOG,bullish
TSLA margins keep compressing from price cuts while AMZN retail margins are actually expanding for the first time in years,TSLA,bearish
TSLA margins keep compressing from price cuts while AMZN retail margins are actually expanding for the first time in years,AMZN,bullish
META AI assistant is legitimately good and free while MSFT copilot costs 30 bucks a month lol,META,bullish
META AI assistant is legitimately good and free while MSFT copilot costs 30 bucks a month lol,MSFT,neutral
MSFT azure openai integration is seamless compared to AMZN bedrock which feels like a clunky afterthought,MSFT,bullish
MSFT azure openai integration is seamless compared to AMZN bedrock which feels like a clunky afterthought,AMZN,bearish
AAPL intelligence features are all on device which is smart for privacy but GOOG cloud AI capabilities are way more powerful,AAPL,neutral
AAPL intelligence features are all on device which is smart for privacy but GOOG cloud AI capabilities are way more powerful,GOOG,bullish
NVDA gb200 superchip is insane tech but MSFT maia custom silicon could reduce their NVDA dependency long term,NVDA,bullish
NVDA gb200 superchip is insane tech but MSFT maia custom silicon could reduce their NVDA dependency long term,MSFT,neutral
"TSLA stock is a casino ticket while AAPL is a savings account, depends what you want from your money",TSLA,neutral
"TSLA stock is a casino ticket while AAPL is a savings account, depends what you want from your money",AAPL,bullish
AMZN alexa finally getting an AI upgrade while AAPL siri still feels like 2015 technology,AMZN,bullish
AMZN alexa finally getting an AI upgrade while AAPL siri still feels like 2015 technology,AAPL,bearish
META reels engagement time per user overtook GOOG youtube shorts in US market share this quarter,META,bullish
META reels engagement time per user overtook GOOG youtube shorts in US market share this quarter,GOOG,bearish
"NVDA software revenue through cuda is the real moat not the hardware, AMZN cant replicate that ecosystem",NVDA,bullish
"NVDA software revenue through cuda is the real moat not the hardware, AMZN cant replicate that ecosystem",AMZN,neutral
GOOG antitrust ruling could force chrome divestiture which would be devastating while MSFT edge would benefit directly,GOOG,bearish
GOOG antitrust ruling could force chrome divestiture which would be devastating while MSFT edge would benefit directly,MSFT,bullish
TSLA energy storage had a record quarter but AAPL services revenue still dwarfs it by 10x so context matters,TSLA,bullish
TSLA energy storage had a record quarter but AAPL services revenue still dwarfs it by 10x so context matters,AAPL,neutral
AMZN pharmacy is slowly eating into CVX wait i mean pharmacy chains but its the AWS and MSFT cloud war that matters for stock price,AMZN,neutral
AMZN pharmacy is slowly eating into CVX wait i mean pharmacy chains but its the AWS and MSFT cloud war that matters for stock price,MSFT,neutral
"the AI stack play: NVDA for compute MSFT for platform META for distribution, three legs of the same stool",NVDA,bullish
"the AI stack play: NVDA for compute MSFT for platform META for distribution, three legs of the same stool",MSFT,bullish
"the AI stack play: NVDA for compute MSFT for platform META for distribution, three legs of the same stool",META,bullish
"AAPL GOOG TSLA are the three mega caps i would NOT own right now, execution is slipping at all three",AAPL,bearish
"AAPL GOOG TSLA are the three mega caps i would NOT own right now, execution is slipping at all three",GOOG,bearish
"AAPL GOOG TSLA are the three mega caps i would NOT own right now, execution is slipping at all three",TSLA,bearish
cloud race update: AMZN still leading MSFT closing the gap GOOG falling further behind ORCL surprisingly relevant,AMZN,bullish
cloud race update: AMZN still leading MSFT closing the gap GOOG falling further behind ORCL surprisingly relevant,MSFT,bullish
cloud race update: AMZN still leading MSFT closing the gap GOOG falling further behind ORCL surprisingly relevant,GOOG,bearish
cloud race update: AMZN still leading MSFT closing the gap GOOG falling further behind ORCL surprisingly relevant,ORCL,neutral
"ad revenue comparison: META growing 25% GOOG growing 12% AMZN growing 20%, META and AMZN are taking GOOGs lunch",META,bullish
"ad revenue comparison: META growing 25% GOOG growing 12% AMZN growing 20%, META and AMZN are taking GOOGs lunch",AMZN,bullish
"ad revenue comparison: META growing 25% GOOG growing 12% AMZN growing 20%, META and AMZN are taking GOOGs lunch",GOOG,bearish
AAPL MSFT AMZN GOOG all have 2T+ market caps but only MSFT and AMZN deserve it based on growth rates,MSFT,bullish
AAPL MSFT AMZN GOOG all have 2T+ market caps but only MSFT and AMZN deserve it based on growth rates,AMZN,bullish
AAPL MSFT AMZN GOOG all have 2T+ market caps but only MSFT and AMZN deserve it based on growth rates,AAPL,bearish
AAPL MSFT AMZN GOOG all have 2T+ market caps but only MSFT and AMZN deserve it based on growth rates,GOOG,bearish
"TSLA NVDA META are my high conviction picks for the next 12 months, AAPL is dead money change my mind",TSLA,bullish
"TSLA NVDA META are my high conviction picks for the next 12 months, AAPL is dead money change my mind",NVDA,bullish
"TSLA NVDA META are my high conviction picks for the next 12 months, AAPL is dead money change my mind",META,bullish
"TSLA NVDA META are my high conviction picks for the next 12 months, AAPL is dead money change my mind",AAPL,bearish
"rating all mega caps: NVDA strong buy, MSFT buy, META buy, AMZN hold, GOOG hold, AAPL sell, TSLA sell",NVDA,bullish
"rating all mega caps: NVDA strong buy, MSFT buy, META buy, AMZN hold, GOOG hold, AAPL sell, TSLA sell",MSFT,bullish
"rating all mega caps: NVDA strong buy, MSFT buy, META buy, AMZN hold, GOOG hold, AAPL sell, TSLA sell",META,bullish
"rating all mega caps: NVDA strong buy, MSFT buy, META buy, AMZN hold, GOOG hold, AAPL sell, TSLA sell",AAPL,bearish
"rating all mega caps: NVDA strong buy, MSFT buy, META buy, AMZN hold, GOOG hold, AAPL sell, TSLA sell",TSLA,bearish
"AMD epyc turin benchmarks destroy INTC xeon and its not even close anymore, datacenter momentum is real",AMD,bullish
"AMD epyc turin benchmarks destroy INTC xeon and its not even close anymore, datacenter momentum is real",INTC,bearish
AVGO jericho networking chips are the unsung hero of every NVDA gpu cluster build out,AVGO,bullish
AVGO jericho networking chips are the unsung hero of every NVDA gpu cluster build out,NVDA,neutral
QCOM oryon CPU core is actually competitive with AAPL silicon which nobody expected a year ago,QCOM,bullish
QCOM oryon CPU core is actually competitive with AAPL silicon which nobody expected a year ago,AAPL,neutral
INTC 18A foundry progress sounds good on paper but AMD already moved to 3nm at TSMC so who cares,INTC,neutral
INTC 18A foundry progress sounds good on paper but AMD already moved to 3nm at TSMC so who cares,AMD,bullish
"AMAT etch equipment demand is being driven entirely by NVDA datacenter buildout, rising tide lifts all boats",AMAT,bullish
"AMAT etch equipment demand is being driven entirely by NVDA datacenter buildout, rising tide lifts all boats",NVDA,bullish
"LRCX deposition tools for HBM production are sold out for 2 years, incredible visibility vs INTC fabs sitting idle",LRCX,bullish
"LRCX deposition tools for HBM production are sold out for 2 years, incredible visibility vs INTC fabs sitting idle",INTC,bearish
KLAC inspection revenue is accelerating because NVDA and AMD need zero defect advanced packaging,KLAC,bullish
KLAC inspection revenue is accelerating because NVDA and AMD need zero defect advanced packaging,NVDA,neutral
KLAC inspection revenue is accelerating because NVDA and AMD need zero defect advanced packaging,AMD,neutral
"SNPS EDA tools are literally required to design every chip NVDA AMD AVGO make, picks and shovels king",SNPS,bullish
"SNPS EDA tools are literally required to design every chip NVDA AMD AVGO make, picks and shovels king",NVDA,neutral
"SNPS EDA tools are literally required to design every chip NVDA AMD AVGO make, picks and shovels king",AMD,neutral
"SNPS EDA tools are literally required to design every chip NVDA AMD AVGO make, picks and shovels king",AVGO,neutral
TXN inventory correction is finally ending while INTC inventory is still piling up at distributors,TXN,bullish
TXN inventory correction is finally ending while INTC inventory is still piling up at distributors,INTC,bearish
AMD acquiring xilinx was brilliant for FPGA datacenter play while INTC altera spinoff was an admission of failure,AMD,bullish
AMD acquiring xilinx was brilliant for FPGA datacenter play while INTC altera spinoff was an admission of failure,INTC,bearish
"NVDA networking revenue grew 70% and AVGO networking grew 40%, the whole interconnect theme is on fire",NVDA,bullish
"NVDA networking revenue grew 70% and AVGO networking grew 40%, the whole interconnect theme is on fire",AVGO,bullish
QCOM licensing revenue is pure profit while TXN analog margins are actually compressing from inventory,QCOM,bullish
QCOM licensing revenue is pure profit while TXN analog margins are actually compressing from inventory,TXN,bearish
AMAT and LRCX both reported strong but AMAT CMP equipment for HBM is the specific catalyst i like more,AMAT,bullish
AMAT and LRCX both reported strong but AMAT CMP equipment for HBM is the specific catalyst i like more,LRCX,neutral
INTC custom foundry wins are nonexistent while AVGO and AMZN are designing their own chips at TSMC,INTC,bearish
INTC custom foundry wins are nonexistent while AVGO and AMZN are designing their own chips at TSMC,AVGO,bullish
INTC custom foundry wins are nonexistent while AVGO and AMZN are designing their own chips at TSMC,AMZN,neutral
HBM supply chain: AMAT LRCX KLAC all benefit but AMAT has the most direct exposure to the packaging tools,AMAT,bullish
HBM supply chain: AMAT LRCX KLAC all benefit but AMAT has the most direct exposure to the packaging tools,LRCX,bullish
HBM supply chain: AMAT LRCX KLAC all benefit but AMAT has the most direct exposure to the packaging tools,KLAC,bullish
"semi equipment thesis: long AMAT LRCX short INTC, capex is going to foundries that work not INTC fabs",AMAT,bullish
"semi equipment thesis: long AMAT LRCX short INTC, capex is going to foundries that work not INTC fabs",LRCX,bullish
"semi equipment thesis: long AMAT LRCX short INTC, capex is going to foundries that work not INTC fabs",INTC,bearish
"NVDA AMD AVGO QCOM all reporting in the same week, expecting fireworks from NVDA and AVGO meh from AMD and QCOM",NVDA,bullish
"NVDA AMD AVGO QCOM all reporting in the same week, expecting fireworks from NVDA and AVGO meh from AMD and QCOM",AVGO,bullish
"NVDA AMD AVGO QCOM all reporting in the same week, expecting fireworks from NVDA and AVGO meh from AMD and QCOM",AMD,neutral
"NVDA AMD AVGO QCOM all reporting in the same week, expecting fireworks from NVDA and AVGO meh from AMD and QCOM",QCOM,neutral
analog semis: TXN is recovering QCOM mobile is strong but INTC client PC is still terrible,TXN,bullish
analog semis: TXN is recovering QCOM mobile is strong but INTC client PC is still terrible,QCOM,bullish
analog semis: TXN is recovering QCOM mobile is strong but INTC client PC is still terrible,INTC,bearish
EDA duopoly SNPS and KLAC both just crush it every quarter while INTC keeps blaming tools for their problems lol,SNPS,bullish
EDA duopoly SNPS and KLAC both just crush it every quarter while INTC keeps blaming tools for their problems lol,KLAC,bullish
EDA duopoly SNPS and KLAC both just crush it every quarter while INTC keeps blaming tools for their problems lol,INTC,bearish
PLTR ontology platform is genuinely differentiated while CRM is just bolting AI onto a legacy CRM database,PLTR,bullish
PLTR ontology platform is genuinely differentiated while CRM is just bolting AI onto a legacy CRM database,CRM,bearish
ADBE generative fill is the best AI product in creative tools but INTU tax AI is generating way more revenue,ADBE,neutral
ADBE generative fill is the best AI product in creative tools but INTU tax AI is generating way more revenue,INTU,bullish
ORCL cloud infrastructure is growing 50% yoy while IBM cloud revenue is actually declining imagine that,ORCL,bullish
ORCL cloud infrastructure is growing 50% yoy while IBM cloud revenue is actually declining imagine that,IBM,bearish
PANW xsiam consolidation play is working exactly as planned while CSCO security portfolio is a confusing mess,PANW,bullish
PANW xsiam consolidation play is working exactly as planned while CSCO security portfolio is a confusing mess,CSCO,bearish
CRM slack integration with agentforce is smart but MSFT teams copilot has way more enterprise seats,CRM,neutral
CRM slack integration with agentforce is smart but MSFT teams copilot has way more enterprise seats,MSFT,bullish
"ACN AI consulting bookings doubled yoy while IBM consulting is flat, enterprises know who can actually deliver",ACN,bullish
"ACN AI consulting bookings doubled yoy while IBM consulting is flat, enterprises know who can actually deliver",IBM,bearish
PLTR AIP platform is winning defense contracts that ORCL and IBM cant even bid on due to clearance requirements,PLTR,bullish
PLTR AIP platform is winning defense contracts that ORCL and IBM cant even bid on due to clearance requirements,ORCL,neutral
PLTR AIP platform is winning defense contracts that ORCL and IBM cant even bid on due to clearance requirements,IBM,neutral
INTU credit karma monetization is finally working while ADBE document cloud growth has completely stalled,INTU,bullish
INTU credit karma monetization is finally working while ADBE document cloud growth has completely stalled,ADBE,bearish
"PANW net new ARR guidance was insane while CSCO guided flat for the year, security budgets have a clear winner",PANW,bullish
"PANW net new ARR guidance was insane while CSCO guided flat for the year, security budgets have a clear winner",CSCO,bearish
"ACN booking to revenue conversion is the best in consulting, IBM cant even report clean organic growth numbers",ACN,bullish
"ACN booking to revenue conversion is the best in consulting, IBM cant even report clean organic growth numbers",IBM,bearish
ORCL database dominance is not going anywhere but CRM owns the customer relationship layer which is more strategic,ORCL,neutral
ORCL database dominance is not going anywhere but CRM owns the customer relationship layer which is more strategic,CRM,bullish
"enterprise AI winners: PLTR for government CRM for sales PANW for security, three different niches all crushing it",PLTR,bullish
"enterprise AI winners: PLTR for government CRM for sales PANW for security, three different niches all crushing it",CRM,bullish
"enterprise AI winners: PLTR for government CRM for sales PANW for security, three different niches all crushing it",PANW,bullish
"legacy software graveyard: IBM CSCO ORCL all trying to rebrand as AI companies, only ORCL has a chance",IBM,bearish
"legacy software graveyard: IBM CSCO ORCL all trying to rebrand as AI companies, only ORCL has a chance",CSCO,bearish
"legacy software graveyard: IBM CSCO ORCL all trying to rebrand as AI companies, only ORCL has a chance",ORCL,neutral
"my SaaS portfolio: CRM PLTR PANW for growth, INTU ADBE for stability, avoiding ORCL IBM CSCO",CRM,bullish
"my SaaS portfolio: CRM PLTR PANW for growth, INTU ADBE for stability, avoiding ORCL IBM CSCO",PLTR,bullish
"my SaaS portfolio: CRM PLTR PANW for growth, INTU ADBE for stability, avoiding ORCL IBM CSCO",PANW,bullish
"my SaaS portfolio: CRM PLTR PANW for growth, INTU ADBE for stability, avoiding ORCL IBM CSCO",INTU,bullish
consulting wars: ACN is winning IBM is losing and CRM professional services is surprisingly competitive,ACN,bullish
consulting wars: ACN is winning IBM is losing and CRM professional services is surprisingly competitive,IBM,bearish
consulting wars: ACN is winning IBM is losing and CRM professional services is surprisingly competitive,CRM,neutral
"SPGI ratings business has zero competition and infinite margins, makes JPM look like a hard business",SPGI,bullish
"SPGI ratings business has zero competition and infinite margins, makes JPM look like a hard business",JPM,neutral
CME derivatives volume is at record highs which is bullish CME but means volatility is hurting BAC trading desk,CME,bullish
CME derivatives volume is at record highs which is bullish CME but means volatility is hurting BAC trading desk,BAC,bearish
SCHW cash sorting is over and client assets are at ATH while WFC retail deposits keep declining,SCHW,bullish
SCHW cash sorting is over and client assets are at ATH while WFC retail deposits keep declining,WFC,bearish
BLK ETF fee compression is a headwind but COIN trading fees are actually expanding with crypto volumes,BLK,neutral
BLK ETF fee compression is a headwind but COIN trading fees are actually expanding with crypto volumes,COIN,bullish
AXP travel and entertainment spend is booming while BAC consumer credit quality is deteriorating,AXP,bullish
AXP travel and entertainment spend is booming while BAC consumer credit quality is deteriorating,BAC,bearish
GS strategic pivot to asset management is smart because MS wealth management already proved the model works,GS,bullish
GS strategic pivot to asset management is smart because MS wealth management already proved the model works,MS,bullish
JPM net interest income is peaking with rate cuts while COIN actually benefits from lower rates through crypto,JPM,neutral
JPM net interest income is peaking with rate cuts while COIN actually benefits from lower rates through crypto,COIN,bullish
CB insurance underwriting discipline is best in class while AXP credit losses are starting to tick up,CB,bullish
CB insurance underwriting discipline is best in class while AXP credit losses are starting to tick up,AXP,neutral
"SPGI moody upgrade just confirmed what everyone knew, the ratings oligopoly is unbreakable while BLK ETF fees keep getting compressed",SPGI,bullish
"SPGI moody upgrade just confirmed what everyone knew, the ratings oligopoly is unbreakable while BLK ETF fees keep getting compressed",BLK,bearish
MMC insurance brokerage revenue is incredibly sticky and recurring unlike GS trading revenue which is volatile af,MMC,bullish
MMC insurance brokerage revenue is incredibly sticky and recurring unlike GS trading revenue which is volatile af,GS,neutral
ADP payroll data shows strong hiring which is bullish for ADP and bearish for WFC commercial real estate exposure,ADP,bullish
ADP payroll data shows strong hiring which is bullish for ADP and bearish for WFC commercial real estate exposure,WFC,bearish
COIN staking revenue is a new recurring stream that BLK cant replicate even with their bitcoin ETF,COIN,bullish
